Year,Type,Cost Center,Department,Object Account,Account Description,Subledger Type,Subledger,Subledger Description,Amount
2018,Expenditure,101100,CITY COUNCIL,52111,OTHER INSUR/BENEFITS,S,D8,CC-Council District 8,3052.11
2018,Expenditure,101100,CITY COUNCIL,52111,OTHER INSUR/BENEFITS,S,D9,CC-Council District 9,3839.75
2018,Expenditure,101100,CITY COUNCIL,52201,SOCIAL SECURITY,S,D1,CC-Council District 1,18258.79
2018,Expenditure,101100,CITY COUNCIL,52201,SOCIAL SECURITY,S,D2,CC-Council District 2,20927.07
2018,Expenditure,101100,CITY COUNCIL,52201,SOCIAL SECURITY,S,D3,CC-Council District 3,21457.04
2018,Expenditure,101100,CITY COUNCIL,52201,SOCIAL SECURITY,S,D4,CC-Council District 4,21059.72
2018,Expenditure,101100,CITY COUNCIL,52201,SOCIAL SECURITY,S,D5,CC-Council District 5,19953.54
2018,Expenditure,101100,CITY COUNCIL,52201,SOCIAL SECURITY,S,D6,CC-Council District 6,20657.14
2018,Expenditure,101100,CITY COUNCIL,52201,SOCIAL SECURITY,S,D7,CC-Council District 7,20988.24
2018,Expenditure,101100,CITY COUNCIL,52201,SOCIAL SECURITY,S,D8,CC-Council District 8,20867.73
2018,Expenditure,101100,CITY COUNCIL,52201,SOCIAL SECURITY,S,D9,CC-Council District 9,21662.75
2018,Expenditure,101100,CITY COUNCIL,52301,MEDICAL - W/C, , ,,1000
2018,Expenditure,101100,CITY COUNCIL,52601,PERSONAL LEAVE BUYBACK,S,D0,CC-General,20800
2018,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D1,CC-Council District 1,4444.44
2018,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D2,CC-Council District 2,4444.44
2018,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D3,CC-Council District 3,4444.44
2018,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D4,CC-Council District 4,4444.44
2018,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D5,CC-Council District 5,4444.44
2018,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D6,CC-Council District 6,4444.44
2018,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D7,CC-Council District 7,4444.44
2018,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D8,CC-Council District 8,4444.44
2018,Expenditure,101100,CITY COUNCIL,56105,POSTAGE,S,D9,CC-Council District 9,4444.44
2018,Expenditure,101200,CITY CLERK,51101,REGULAR,S,CC0,CC-General,690032.36
2018,Expenditure,101200,CITY CLERK,51401,PREMIUM PAY,S,CC0,CC-General,1000
2018,Expenditure,101200,CITY CLERK,52101,HEALTH INSURANCE, , ,,4800
2018,Expenditure,101200,CITY CLERK,52101,HEALTH INSURANCE,S,CC0,CC-General,150549.12
2018,Expenditure,101200,CITY CLERK,52111,OTHER INSUR/BENEFITS,S,CC0,CC-General,14368.73
2018,Expenditure,101200,CITY CLERK,52201,SOCIAL SECURITY,S,CC0,CC-General,54412.66
2018,Expenditure,101200,CITY CLERK,52301,MEDICAL - W/C, , ,,5000
2018,Expenditure,101200,CITY CLERK,52305,INDEMNITY - W/C, , ,,1500
2018,Expenditure,101200,CITY CLERK,52601,PERSONAL LEAVE BUYBACK,S,CC0,CC-General,15800
2018,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC0,CC-General,15000
2018,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC1,CC-Council District 1,5000
2018,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC2,CC-Council District 2,5000
2018,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC3,CC-Council District 3,5000
2018,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC4,CC-Council District 4,5000
2018,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC5,CC-Council District 5,5000
2018,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC6,CC-Council District 6,5000
2018,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC7,CC-Council District 7,5000
2018,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC8,CC-Council District 8,5000
2018,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC9,CC-Council District 9,5000
2018,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC0,CC-General,65000
2018,Expenditure,101200,CITY CLERK,53301,WORKFORCE TRAINING,S,CC0,CC-General,1000
2018,Expenditure,101200,CITY CLERK,53509,COMPUTER MAINTANACE,S,CC0,CC-General,90853
2018,Expenditure,101200,CITY CLERK,53517,LEGAL FEES,S,CC0,CC-General,51120
2018,Expenditure,101200,CITY CLERK,53541,AUDITING-NON FINANCIAL,S,CC0,CC-General,9315
2018,Expenditure,101200,CITY CLERK,53901,PROFESSIONAL SERVICES - CONVER,S,CC0,CC-General,1000
2018,Expenditure,101200,CITY CLERK,54505,OFFICE EQUIPMENT,S,CC0,CC-General,6000
2018,Expenditure,101200,CITY CLERK,55305,PROMOTIONAL,S,CC0,CC-General,2300
2018,Expenditure,101200,CITY CLERK,55501,PRINTING & BINDING,S,CC0,CC-General,2000
2018,Expenditure,101200,CITY CLERK,55701,TRANSPORTATION,S,CC1,CC-Council District 1,555.55
2018,Expenditure,101200,CITY CLERK,55701,TRANSPORTATION,S,CC2,CC-Council District 2,555.55
2018,Expenditure,101200,CITY CLERK,55701,TRANSPORTATION,S,CC3,CC-Council District 3,555.55
2018,Expenditure,101200,CITY CLERK,55701,TRANSPORTATION,S,CC4,CC-Council District 4,555.55
2018,Expenditure,101200,CITY CLERK,55701,TRANSPORTATION,S,CC5,CC-Council District 5,555.55
2018,Expenditure,101200,CITY CLERK,55701,TRANSPORTATION,S,CC6,CC-Council District 6,555.55
2018,Expenditure,101200,CITY CLERK,55701,TRANSPORTATION,S,CC7,CC-Council District 7,555.55
2018,Expenditure,101200,CITY CLERK,55701,TRANSPORTATION,S,CC8,CC-Council District 8,555.55
2018,Expenditure,101200,CITY CLERK,55701,TRANSPORTATION,S,CC9,CC-Council District 9,555.55
2018,Expenditure,101200,CITY CLERK,55705,LODGING,S,CC0,CC-General,5000
2018,Expenditure,101200,CITY CLERK,55709,PER DIEM,S,CC0,CC-General,704
2018,Expenditure,101200,CITY CLERK,55709,PER DIEM,S,CC1,CC-Council District 1,144
2018,Expenditure,101200,CITY CLERK,55709,PER DIEM,S,CC2,CC-Council District 2,144
2018,Expenditure,101200,CITY CLERK,55709,PER DIEM,S,CC3,CC-Council District 3,144
2018,Expenditure,101200,CITY CLERK,55709,PER DIEM,S,CC4,CC-Council District 4,144
2018,Expenditure,101200,CITY CLERK,55709,PER DIEM,S,CC5,CC-Council District 5,144
2018,Expenditure,101200,CITY CLERK,55709,PER DIEM,S,CC6,CC-Council District 6,144
2018,Expenditure,101200,CITY CLERK,55709,PER DIEM,S,CC7,CC-Council District 7,144
2018,Expenditure,101200,CITY CLERK,55709,PER DIEM,S,CC8,CC-Council District 8,144
2018,Expenditure,101200,CITY CLERK,55709,PER DIEM,S,CC9,CC-Council District 9,144
2018,Expenditure,101200,CITY CLERK,56101,OFFICE SUPPLIES,S,CC0,CC-General,2384
2018,Expenditure,101200,CITY CLERK,56101,OFFICE SUPPLIES,S,CC1,CC-Council District 1,1500
2018,Expenditure,101200,CITY CLERK,56101,OFFICE SUPPLIES,S,CC2,CC-Council District 2,1500
2018,Expenditure,101200,CITY CLERK,56101,OFFICE SUPPLIES,S,CC3,CC-Council District 3,1500
2018,Expenditure,101200,CITY CLERK,56101,OFFICE SUPPLIES,S,CC4,CC-Council District 4,1500
2018,Expenditure,101200,CITY CLERK,56101,OFFICE SUPPLIES,S,CC5,CC-Council District 5,1500
2018,Expenditure,101200,CITY CLERK,56101,OFFICE SUPPLIES,S,CC6,CC-Council District 6,1500
2018,Expenditure,101200,CITY CLERK,56101,OFFICE SUPPLIES,S,CC7,CC-Council District 7,1500
2018,Expenditure,101200,CITY CLERK,56101,OFFICE SUPPLIES,S,CC8,CC-Council District 8,1500
2018,Expenditure,101200,CITY CLERK,56101,OFFICE SUPPLIES,S,CC9,CC-Council District 9,1500
2018,Expenditure,101200,CITY CLERK,56151,OPERATIONAL SUPPLIES,S,CC0,CC-General,800
2018,Expenditure,101200,CITY CLERK,56151,OPERATIONAL SUPPLIES,S,CC1,CC-Council District 1,800
2018,Expenditure,101200,CITY CLERK,56151,OPERATIONAL SUPPLIES,S,CC2,CC-Council District 2,800
2018,Expenditure,101200,CITY CLERK,56151,OPERATIONAL SUPPLIES,S,CC3,CC-Council District 3,800
2018,Expenditure,101200,CITY CLERK,56151,OPERATIONAL SUPPLIES,S,CC4,CC-Council District 4,800
2018,Expenditure,101200,CITY CLERK,56151,OPERATIONAL SUPPLIES,S,CC5,CC-Council District 5,800
2018,Expenditure,101200,CITY CLERK,56151,OPERATIONAL SUPPLIES,S,CC6,CC-Council District 6,800
2018,Expenditure,101200,CITY CLERK,56151,OPERATIONAL SUPPLIES,S,CC7,CC-Council District 7,800
2018,Expenditure,101200,CITY CLERK,56151,OPERATIONAL SUPPLIES,S,CC8,CC-Council District 8,800
2018,Expenditure,101200,CITY CLERK,56151,OPERATIONAL SUPPLIES,S,CC9,CC-Council District 9,800
2018,Expenditure,101200,CITY CLERK,56401,MATERIALS,S,CC0,CC-General,5000
2018,Expenditure,101200,CITY CLERK,57501,MACHINERY AND EQUIPMENT,S,CC0,CC-General,6000
2018,Expenditure,101200,CITY CLERK,57531,VEHICLES,S,CC1,CC-Council District 1,4500
2018,Expenditure,101200,CITY CLERK,57531,VEHICLES,S,CC2,CC-Council District 2,4500
2018,Expenditure,101200,CITY CLERK,57531,VEHICLES,S,CC3,CC-Council District 3,4500
2018,Expenditure,101200,CITY CLERK,57531,VEHICLES,S,CC4,CC-Council District 4,4500
2018,Expenditure,101200,CITY CLERK,57531,VEHICLES,S,CC5,CC-Council District 5,4500
2018,Expenditure,101200,CITY CLERK,57531,VEHICLES,S,CC6,CC-Council District 6,4500
2018,Expenditure,101200,CITY CLERK,57531,VEHICLES,S,CC7,CC-Council District 7,4500
2018,Expenditure,101200,CITY CLERK,57531,VEHICLES,S,CC8,CC-Council District 8,4500
2018,Expenditure,101200,CITY CLERK,57531,VEHICLES,S,CC9,CC-Council District 9,4500
2018,Expenditure,101200,CITY CLERK,57571,FURNITURE AND FIXTURES,S,CC0,CC-General,500
2018,Expenditure,102000,MAYOR'S OFFICE,51101,REGULAR, , ,,952271.58
2018,Expenditure,102000,MAYOR'S OFFICE,51401,PREMIUM PAY, , ,,7000
2018,Expenditure,102000,MAYOR'S OFFICE,52101,HEALTH INSURANCE, , ,,163431.24
2018,Expenditure,102000,MAYOR'S OFFICE,52111,OTHER INSUR/BENEFITS, , ,,18351.13
2018,Expenditure,102000,MAYOR'S OFFICE,52201,SOCIAL SECURITY, , ,,74698.84
2018,Expenditure,102000,MAYOR'S OFFICE,52601,PERSONAL LEAVE BUYBACK, , ,,26700
2018,Expenditure,102000,MAYOR'S OFFICE,52602,TUITION REIMBURSEMENT, , ,,30000
2018,Expenditure,102000,MAYOR'S OFFICE,53101,ADMINISTRATIVE FEES, , ,,12212
2018,Expenditure,102000,MAYOR'S OFFICE,53301,WORKFORCE TRAINING, , ,,22000
2018,Expenditure,102000,MAYOR'S OFFICE,54101,CLEANING, , ,,1200
2018,Expenditure,102000,MAYOR'S OFFICE,55501,PRINTING & BINDING, , ,,2000
2018,Expenditure,102000,MAYOR'S OFFICE,56101,OFFICE SUPPLIES, , ,,9500
2018,Expenditure,102000,MAYOR'S OFFICE,56103,FREIGHT, , ,,300
2018,Expenditure,102000,MAYOR'S OFFICE,56151,OPERATIONAL SUPPLIES, , ,,12050
2018,Expenditure,102000,MAYOR'S OFFICE,57571,FURNITURE AND FIXTURES, , ,,3200
2018,Expenditure,102100,BUREAU OF NEIGHBORHOOD EMPOWER,51101,REGULAR, , ,,913431.43
2018,Expenditure,102100,BUREAU OF NEIGHBORHOOD EMPOWER,51401,PREMIUM PAY, , ,,1528.36
2018,Expenditure,102100,BUREAU OF NEIGHBORHOOD EMPOWER,52101,HEALTH INSURANCE, , ,,136633.32
2018,Expenditure,102100,BUREAU OF NEIGHBORHOOD EMPOWER,52111,OTHER INSUR/BENEFITS, , ,,15723.45
2018,Expenditure,102100,BUREAU OF NEIGHBORHOOD EMPOWER,52201,SOCIAL SECURITY, , ,,65025.02
2018,Expenditure,102100,BUREAU OF NEIGHBORHOOD EMPOWER,52601,PERSONAL LEAVE BUYBACK, , ,,19200
2018,Expenditure,102100,BUREAU OF NEIGHBORHOOD EMPOWER,52602,TUITION REIMBURSEMENT, , ,,15000
2018,Expenditure,102100,BUREAU OF NEIGHBORHOOD EMPOWER,53101,ADMINISTRATIVE FEES, , ,,77225
2018,Expenditure,102100,BUREAU OF NEIGHBORHOOD EMPOWER,53301,WORKFORCE TRAINING, , ,,25000
2018,Expenditure,102100,BUREAU OF NEIGHBORHOOD EMPOWER,53509,COMPUTER MAINTANACE, , ,,15500
2018,Expenditure,102100,BUREAU OF NEIGHBORHOOD EMPOWER,53901,PROFESSIONAL SERVICES - CONVER, , ,,20000
2018,Expenditure,102100,BUREAU OF NEIGHBORHOOD EMPOWER,54101,CLEANING, , ,,1200
2018,Expenditure,102100,BUREAU OF NEIGHBORHOOD EMPOWER,55701,TRANSPORTATION, , ,,100
2018,Expenditure,102100,BUREAU OF NEIGHBORHOOD EMPOWER,56101,OFFICE SUPPLIES, , ,,1100
2018,Expenditure,102100,BUREAU OF NEIGHBORHOOD EMPOWER,56103,FREIGHT, , ,,100
2018,Expenditure,102100,BUREAU OF NEIGHBORHOOD EMPOWER,56151,OPERATIONAL SUPPLIES, , ,,2050
2018,Expenditure,102100,BUREAU OF NEIGHBORHOOD EMPOWER,57571,FURNITURE AND FIXTURES, , ,,1000
2018,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,51101,REGULAR, , ,,1635774
2018,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,51401,PREMIUM PAY, , ,,3500
2018,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,52101,HEALTH INSURANCE, , ,,217286.04
2018,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,52111,OTHER INSUR/BENEFITS, , ,,29190.49
2018,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,52201,SOCIAL SECURITY, , ,,124591.65
2018,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,52601,PERSONAL LEAVE BUYBACK, , ,,40000
2018,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,52602,TUITION REIMBURSEMENT, , ,,15000
2018,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,53101,ADMINISTRATIVE FEES, , ,,690023
2018,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,53105,RECORDING / FILLING FEES, , ,,500
2018,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,53301,WORKFORCE TRAINING, , ,,32000
2018,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,53501,AUDITING & ACCOUNTING SERVICE, , ,,700000
2018,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,53509,COMPUTER MAINTANACE, , ,,272750
2018,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,53725,MAINTENANCE - MISC, , ,,34824
2018,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,53901,PROFESSIONAL SERVICES - CONVER, , ,,600000
2018,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,54101,CLEANING, , ,,1000
2018,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,54201,MAINTENANCE, , ,,6343661
2018,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,54501,LAND & BUILDINGS, , ,,440000
2018,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,55101,INSURANCE PREMIUMS, , ,,190000
2018,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,55309,REGULATORY, , ,,2500
2018,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,56101,OFFICE SUPPLIES, , ,,10000
2018,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,56103,FREIGHT, , ,,1000
2018,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,56151,OPERATIONAL SUPPLIES, , ,,2500
2018,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,56201,FUEL, , ,,3193000
2018,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,56301,PARTS, , ,,15000
2018,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,56401,MATERIALS, , ,,15000
2018,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,56501,PARTS, , ,,2652000
2018,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,57571,FURNITURE AND FIXTURES, , ,,11200
2018,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,58101,GRANTS, , ,,500
2018,Expenditure,103000,INNOVATION & PERFORMANCE,51101,REGULAR, , ,,3924830.14
2018,Expenditure,103000,INNOVATION & PERFORMANCE,51401,PREMIUM PAY, , ,,40031
2018,Expenditure,103000,INNOVATION & PERFORMANCE,52101,HEALTH INSURANCE, , ,,770089.2
2018,Expenditure,103000,INNOVATION & PERFORMANCE,52111,OTHER INSUR/BENEFITS, , ,,78856.76
2018,Expenditure,103000,INNOVATION & PERFORMANCE,52201,SOCIAL SECURITY, , ,,309709.56
2018,Expenditure,103000,INNOVATION & PERFORMANCE,52601,PERSONAL LEAVE BUYBACK, , ,,75600
2018,Expenditure,103000,INNOVATION & PERFORMANCE,52602,TUITION REIMBURSEMENT, , ,,15000
2018,Expenditure,103000,INNOVATION & PERFORMANCE,53101,ADMINISTRATIVE FEES, , ,,200
2018,Expenditure,103000,INNOVATION & PERFORMANCE,53105,RECORDING / FILLING FEES, , ,,2800
2018,Expenditure,103000,INNOVATION & PERFORMANCE,53301,WORKFORCE TRAINING, , ,,100000
2018,Expenditure,103000,INNOVATION & PERFORMANCE,53501,AUDITING & ACCOUNTING SERVICE, , ,,28900
2018,Expenditure,103000,INNOVATION & PERFORMANCE,53509,COMPUTER MAINTANACE, , ,,4509052
2018,Expenditure,103000,INNOVATION & PERFORMANCE,53529,PROTECTIVE / INVESTIGATION, , ,,28882.36
2018,Expenditure,103000,INNOVATION & PERFORMANCE,53701,REPAIRS, , ,,18500
2018,Expenditure,103000,INNOVATION & PERFORMANCE,53901,PROFESSIONAL SERVICES - CONVER, , ,,136000
2018,Expenditure,103000,INNOVATION & PERFORMANCE,54509,VEHICLES, , ,,2000
2018,Expenditure,103000,INNOVATION & PERFORMANCE,54513,MCHINERY & EQUIPMENTS, , ,,35000
2018,Expenditure,103000,INNOVATION & PERFORMANCE,55201,TELEPHONE, , ,,1181000
2018,Expenditure,103000,INNOVATION & PERFORMANCE,55501,PRINTING & BINDING, , ,,525000
2018,Expenditure,103000,INNOVATION & PERFORMANCE,56101,OFFICE SUPPLIES, , ,,54000
2018,Expenditure,103000,INNOVATION & PERFORMANCE,56151,OPERATIONAL SUPPLIES, , ,,12000
2018,Expenditure,103000,INNOVATION & PERFORMANCE,57501,MACHINERY AND EQUIPMENT, , ,,1794295
2018,Expenditure,105000,HUMAN RELATIONS COMM.,51101,REGULAR, , ,,346397.28
2018,Expenditure,105000,HUMAN RELATIONS COMM.,52101,HEALTH INSURANCE, , ,,39876.17
2018,Expenditure,105000,HUMAN RELATIONS COMM.,52111,OTHER INSUR/BENEFITS, , ,,6837.5
2018,Expenditure,105000,HUMAN RELATIONS COMM.,52201,SOCIAL SECURITY, , ,,28986.15
2018,Expenditure,105000,HUMAN RELATIONS COMM.,52601,PERSONAL LEAVE BUYBACK, , ,,1000
2018,Expenditure,105000,HUMAN RELATIONS COMM.,53101,ADMINISTRATIVE FEES, , ,,2678
2018,Expenditure,105000,HUMAN RELATIONS COMM.,53105,RECORDING / FILLING FEES, , ,,1000
2018,Expenditure,105000,HUMAN RELATIONS COMM.,53301,WORKFORCE TRAINING, , ,,1200
2018,Expenditure,105000,HUMAN RELATIONS COMM.,53901,PROFESSIONAL SERVICES - CONVER, , ,,27000
2018,Expenditure,105000,HUMAN RELATIONS COMM.,55305,PROMOTIONAL, , ,,1000
2018,Expenditure,105000,HUMAN RELATIONS COMM.,55309,REGULATORY, , ,,1600
2018,Expenditure,105000,HUMAN RELATIONS COMM.,55701,TRANSPORTATION, , ,,1500
2018,Expenditure,105000,HUMAN RELATIONS COMM.,56101,OFFICE SUPPLIES, , ,,3300
2018,Expenditure,106000,CITY CONTROLLER,51101,REGULAR, , ,,3212756.46
2018,Expenditure,106000,CITY CONTROLLER,52101,HEALTH INSURANCE, , ,,634447.44
2018,Expenditure,106000,CITY CONTROLLER,52111,OTHER INSUR/BENEFITS, , ,,65593.03
2018,Expenditure,106000,CITY CONTROLLER,52201,SOCIAL SECURITY, , ,,251800.45
2018,Expenditure,106000,CITY CONTROLLER,52601,PERSONAL LEAVE BUYBACK, , ,,64100
2018,Expenditure,106000,CITY CONTROLLER,52602,TUITION REIMBURSEMENT, , ,,12220
2018,Expenditure,106000,CITY CONTROLLER,53301,WORKFORCE TRAINING, , ,,20000
2018,Expenditure,106000,CITY CONTROLLER,53501,AUDITING & ACCOUNTING SERVICE, , ,,75000
2018,Expenditure,106000,CITY CONTROLLER,53901,PROFESSIONAL SERVICES - CONVER, , ,,55000
2018,Expenditure,106000,CITY CONTROLLER,54201,MAINTENANCE, , ,,3000
2018,Expenditure,106000,CITY CONTROLLER,54505,OFFICE EQUIPMENT, , ,,6500
2018,Expenditure,106000,CITY CONTROLLER,55501,PRINTING & BINDING, , ,,12000
2018,Expenditure,106000,CITY CONTROLLER,56101,OFFICE SUPPLIES, , ,,9440
2018,Expenditure,106000,CITY CONTROLLER,56151,OPERATIONAL SUPPLIES, , ,,7636
2018,Expenditure,106000,CITY CONTROLLER,57501,MACHINERY AND EQUIPMENT, , ,,15819
2018,Expenditure,106000,CITY CONTROLLER,57571,FURNITURE AND FIXTURES, , ,,3820
2018,Expenditure,107000,FINANCE,51101,REGULAR, , ,,2102566.42
2018,Expenditure,107000,FINANCE,51401,PREMIUM PAY, , ,,25026.7
2018,Expenditure,107000,FINANCE,52101,HEALTH INSURANCE, , ,,551116.38
2018,Expenditure,107000,FINANCE,52111,OTHER INSUR/BENEFITS, , ,,44888.37
2018,Expenditure,107000,FINANCE,52201,SOCIAL SECURITY, , ,,169071.39
2018,Expenditure,107000,FINANCE,52401,PENSION CONTRIBUTION, , ,,49662394
2018,Expenditure,107000,FINANCE,52404,RETIREE CONTRIBUTION, , ,,2000000
2018,Expenditure,107000,FINANCE,52407,WIDOW(ER) CONTRIBUTION, , ,,80000
2018,Expenditure,107000,FINANCE,52410,SURVIVOR CONTRIBUTION, , ,,60000
2018,Expenditure,107000,FINANCE,52413,ADDITIONAL PENSION FUND, , ,,36752000
2018,Expenditure,107000,FINANCE,52419,RETIRED POLICE OFFICER, , ,,7500
2018,Expenditure,107000,FINANCE,52422,RETIRED FIREFIGHTERS, , ,,21000
2018,Expenditure,107000,FINANCE,52423,RETIRED EMS, , ,,50000
2018,Expenditure,107000,FINANCE,52601,PERSONAL LEAVE BUYBACK, , ,,27500
2018,Expenditure,107000,FINANCE,52602,TUITION REIMBURSEMENT, , ,,5000
2018,Expenditure,107000,FINANCE,52901,OPEB CONTR, , ,,4600000
2018,Expenditure,107000,FINANCE,53101,ADMINISTRATIVE FEES, , ,,1140900
2018,Expenditure,107000,FINANCE,53105,RECORDING / FILLING FEES, , ,,2000
2018,Expenditure,107000,FINANCE,53301,WORKFORCE TRAINING, , ,,7500
2018,Expenditure,107000,FINANCE,53501,AUDITING & ACCOUNTING SERVICE, , ,,478960
2018,Expenditure,107000,FINANCE,53509,COMPUTER MAINTANACE, , ,,222154
2018,Expenditure,107000,FINANCE,53513,COURT RELATED FEES, , ,,25700
2018,Expenditure,107000,FINANCE,53517,LEGAL FEES, , ,,557500
2018,Expenditure,107000,FINANCE,53529,PROTECTIVE / INVESTIGATION, , ,,600
2018,Expenditure,107000,FINANCE,53701,REPAIRS, , ,,3000
2018,Expenditure,107000,FINANCE,53725,MAINTENANCE - MISC, , ,,21000
2018,Expenditure,107000,FINANCE,53901,PROFESSIONAL SERVICES - CONVER, , ,,197000
