Year,Type,Cost Center,Department,Object Account,Account Description,Subledger Type,Subledger,Subledger Description,Amount 
2014,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC0,CC-General,100.00
2014,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC1,CC-Council District 1,100.00
2014,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC2,CC-Council District 2,100.00
2014,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC3,CC-Council District 3,100.00
2014,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC4,CC-Council District 4,100.00
2014,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC5,CC-Council District 5,100.00
2014,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC6,CC-Council District 6,100.00
2014,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC7,CC-Council District 7,100.00
2014,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC8,CC-Council District 8,100.00
2014,Expenditure,101200,CITY CLERK,53101,ADMINISTRATIVE FEES,S,CC9,CC-Council District 9,100.00
2014,Expenditure,101200,CITY CLERK,53509,COMPUTER MAINTANACE,S,CC0,CC-General,40853.00
2014,Expenditure,101200,CITY CLERK,53517,LEGAL FEES,S,CC0,CC-General,51120.00
2014,Expenditure,101200,CITY CLERK,53541,AUDITING-NON FINANCIAL,S,CC0,CC-General,9315.00
2014,Expenditure,101200,CITY CLERK,53901,PROFESSIONAL SERVICES - CONVER,S,CC1,CC-Council District 1,1000.00
2014,Expenditure,101200,CITY CLERK,54505,OFFICE EQUIPMENT,S,CC0,CC-General,6000.00
2014,Expenditure,101200,CITY CLERK,55305,PROMOTIONAL,S,CC0,CC-General,2300.00
2014,Expenditure,101200,CITY CLERK,55501,PRINTING & BINDING,S,CC0,CC-General,2000.00
2014,Expenditure,101200,CITY CLERK,55701,TRANSPORTATION,S,CC0,CC-General,5000.00
2014,Expenditure,101200,CITY CLERK,55705,LODGING,S,CC0,CC-General,5000.00
2014,Expenditure,101200,CITY CLERK,55709,PER DIEM,S,CC0,CC-General,2000.00
2014,Expenditure,101200,CITY CLERK,56101,OFFICE SUPPLIES,S,CC1,CC-Council District 1,8417.00
2014,Expenditure,101200,CITY CLERK,56101,OFFICE SUPPLIES,S,CC2,CC-Council District 2,933.00
2014,Expenditure,101200,CITY CLERK,56101,OFFICE SUPPLIES,S,CC3,CC-Council District 3,933.00
2014,Expenditure,101200,CITY CLERK,56101,OFFICE SUPPLIES,S,CC4,CC-Council District 4,933.00
2014,Expenditure,101200,CITY CLERK,56101,OFFICE SUPPLIES,S,CC5,CC-Council District 5,933.00
2014,Expenditure,101200,CITY CLERK,56101,OFFICE SUPPLIES,S,CC6,CC-Council District 6,933.00
2014,Expenditure,101200,CITY CLERK,56101,OFFICE SUPPLIES,S,CC7,CC-Council District 7,934.00
2014,Expenditure,101200,CITY CLERK,56101,OFFICE SUPPLIES,S,CC8,CC-Council District 8,934.00
2014,Expenditure,101200,CITY CLERK,56101,OFFICE SUPPLIES,S,CC9,CC-Council District 9,934.00
2014,Expenditure,101200,CITY CLERK,56151,OPERATIONAL SUPPLIES,S,CC0,CC-General,8000.00
2014,Expenditure,101200,CITY CLERK,56401,MATERIALS,S,CC0,CC-General,5000.00
2014,Expenditure,101200,CITY CLERK,57501,MACHINERY AND EQUIPMENT,S,CC0,CC-General,6000.00
2014,Expenditure,101200,CITY CLERK,57571,FURNITURE AND FIXTURES,S,CC0,CC-General,500.00
2014,Expenditure,102000,MAYOR'S OFFICE,51101,REGULAR, , ,,1092146.00
2014,Expenditure,102000,MAYOR'S OFFICE,51401,PREMIUM PAY, , ,,2122.00
2014,Expenditure,102000,MAYOR'S OFFICE,53101,ADMINISTRATIVE FEES, , ,,3000.00
2014,Expenditure,102000,MAYOR'S OFFICE,53301,WORKFORCE TRAINING, , ,,87000.00
2014,Expenditure,102000,MAYOR'S OFFICE,53517,LEGAL FEES, , ,,57440.00
2014,Expenditure,102000,MAYOR'S OFFICE,53725,MAINTENANCE - MISC, , ,,5000.00
2014,Expenditure,102000,MAYOR'S OFFICE,54505,OFFICE EQUIPMENT, , ,,5632.00
2014,Expenditure,102000,MAYOR'S OFFICE,56101,OFFICE SUPPLIES, , ,,15000.00
2014,Expenditure,102000,MAYOR'S OFFICE,56151,OPERATIONAL SUPPLIES, , ,,5000.00
2014,Expenditure,102000,MAYOR'S OFFICE,57571,FURNITURE AND FIXTURES, , ,,3233.00
2014,Expenditure,102100,BUREAU OF NEIGHBORHOOD EMPOWER,51101,REGULAR, , ,,385489.00
2014,Expenditure,102100,BUREAU OF NEIGHBORHOOD EMPOWER,51401,PREMIUM PAY, , ,,518.00
2014,Expenditure,102100,BUREAU OF NEIGHBORHOOD EMPOWER,53101,ADMINISTRATIVE FEES, , ,,20000.00
2014,Expenditure,102100,BUREAU OF NEIGHBORHOOD EMPOWER,53509,COMPUTER MAINTANACE, , ,,25000.00
2014,Expenditure,102100,BUREAU OF NEIGHBORHOOD EMPOWER,54505,OFFICE EQUIPMENT, , ,,4000.00
2014,Expenditure,102100,BUREAU OF NEIGHBORHOOD EMPOWER,55501,PRINTING & BINDING, , ,,4000.00
2014,Expenditure,102100,BUREAU OF NEIGHBORHOOD EMPOWER,56101,OFFICE SUPPLIES, , ,,6919.00
2014,Expenditure,102100,BUREAU OF NEIGHBORHOOD EMPOWER,56151,OPERATIONAL SUPPLIES, , ,,4000.00
2014,Expenditure,102100,BUREAU OF NEIGHBORHOOD EMPOWER,56301,PARTS, , ,,514.00
2014,Expenditure,102100,BUREAU OF NEIGHBORHOOD EMPOWER,57501,MACHINERY AND EQUIPMENT, , ,,63.00
2014,Expenditure,102100,BUREAU OF NEIGHBORHOOD EMPOWER,57571,FURNITURE AND FIXTURES, , ,,11175.00
2014,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,51101,REGULAR, , ,,1239245.00
2014,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,51401,PREMIUM PAY, , ,,16315.00
2014,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,53101,ADMINISTRATIVE FEES, , ,,10000.00
2014,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,53529,PROTECTIVE / INVESTIGATION, , ,,925000.00
2014,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,54101,CLEANING, , ,,727173.00
2014,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,54105,LANDSCAPING, , ,,7324.00
2014,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,54201,MAINTENANCE, , ,,5801667.00
2014,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,54305,BUILDING - SYSTEMS, , ,,75534.00
2014,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,54501,LAND & BUILDINGS, , ,,1929054.00
2014,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,54505,OFFICE EQUIPMENT, , ,,144000.00
2014,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,54513,MCHINERY & EQUIPMENTS, , ,,3418.00
2014,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,55101,INSURANCE PREMIUMS, , ,,190000.00
2014,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,55305,PROMOTIONAL, , ,,12000.00
2014,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,55501,PRINTING & BINDING, , ,,16500.00
2014,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,56101,OFFICE SUPPLIES, , ,,24040.00
2014,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,56151,OPERATIONAL SUPPLIES, , ,,3000.00
2014,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,56201,FUEL, , ,,4350000.00
2014,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,56501,PARTS, , ,,1904167.00
2014,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGE,57571,FURNITURE AND FIXTURES, , ,,8000.00
2014,Expenditure,103000,INNOVATION & PERFORMANCE,51101,REGULAR, , ,,3134940.00
2014,Expenditure,103000,INNOVATION & PERFORMANCE,51401,PREMIUM PAY, , ,,34050.00
2014,Expenditure,103000,INNOVATION & PERFORMANCE,52602,TUITION REIMBURSEMENT, , ,,14522.00
2014,Expenditure,103000,INNOVATION & PERFORMANCE,53101,ADMINISTRATIVE FEES, , ,,83390.00
2014,Expenditure,103000,INNOVATION & PERFORMANCE,53301,WORKFORCE TRAINING, , ,,15284.00
2014,Expenditure,103000,INNOVATION & PERFORMANCE,53501,AUDITING & ACCOUNTING SERVICE, , ,,341552.00
2014,Expenditure,103000,INNOVATION & PERFORMANCE,53509,COMPUTER MAINTANACE, , ,,1387127.00
2014,Expenditure,103000,INNOVATION & PERFORMANCE,53701,REPAIRS, , ,,2743.00
2014,Expenditure,103000,INNOVATION & PERFORMANCE,53705,DATA PROCESSING, , ,,2762.00
2014,Expenditure,103000,INNOVATION & PERFORMANCE,53725,MAINTENANCE - MISC, , ,,20014.00
2014,Expenditure,103000,INNOVATION & PERFORMANCE,53901,PROFESSIONAL SERVICES - CONVER, , ,,100000.00
2014,Expenditure,103000,INNOVATION & PERFORMANCE,54201,MAINTENANCE, , ,,21739.00
2014,Expenditure,103000,INNOVATION & PERFORMANCE,54505,OFFICE EQUIPMENT, , ,,16810.00
2014,Expenditure,103000,INNOVATION & PERFORMANCE,54513,MCHINERY & EQUIPMENTS, , ,,4089.00
2014,Expenditure,103000,INNOVATION & PERFORMANCE,54601,ELECTRIC, , ,,4975000.00
2014,Expenditure,103000,INNOVATION & PERFORMANCE,54603,NATURAL GAS, , ,,1845000.00
2014,Expenditure,103000,INNOVATION & PERFORMANCE,54607,STEAM, , ,,500000.00
2014,Expenditure,103000,INNOVATION & PERFORMANCE,54609,WATER, , ,,125500.00
2014,Expenditure,103000,INNOVATION & PERFORMANCE,55201,TELEPHONE, , ,,854934.00
2014,Expenditure,103000,INNOVATION & PERFORMANCE,55305,PROMOTIONAL, , ,,10451.00
2014,Expenditure,103000,INNOVATION & PERFORMANCE,55701,TRANSPORTATION, , ,,4897.00
2014,Expenditure,103000,INNOVATION & PERFORMANCE,56101,OFFICE SUPPLIES, , ,,333000.00
2014,Expenditure,103000,INNOVATION & PERFORMANCE,57501,MACHINERY AND EQUIPMENT, , ,,56000.00
2014,Expenditure,105000,HUMAN RELATIONS COMM.,51101,REGULAR, , ,,239083.00
2014,Expenditure,105000,HUMAN RELATIONS COMM.,53101,ADMINISTRATIVE FEES, , ,,4030.00
2014,Expenditure,105000,HUMAN RELATIONS COMM.,53301,WORKFORCE TRAINING, , ,,1200.00
2014,Expenditure,105000,HUMAN RELATIONS COMM.,53725,MAINTENANCE - MISC, , ,,2145.00
2014,Expenditure,105000,HUMAN RELATIONS COMM.,53901,PROFESSIONAL SERVICES - CONVER, , ,,9000.00
2014,Expenditure,105000,HUMAN RELATIONS COMM.,54505,OFFICE EQUIPMENT, , ,,974.00
2014,Expenditure,105000,HUMAN RELATIONS COMM.,56101,OFFICE SUPPLIES, , ,,3196.00
2014,Expenditure,106000,CITY CONTROLLER,51101,REGULAR, , ,,2995947.00
2014,Expenditure,106000,CITY CONTROLLER,52602,TUITION REIMBURSEMENT, , ,,12220.00
2014,Expenditure,106000,CITY CONTROLLER,53301,WORKFORCE TRAINING, , ,,20000.00
2014,Expenditure,106000,CITY CONTROLLER,53501,AUDITING & ACCOUNTING SERVICE, , ,,55000.00
2014,Expenditure,106000,CITY CONTROLLER,53901,PROFESSIONAL SERVICES - CONVER, , ,,38000.00
2014,Expenditure,106000,CITY CONTROLLER,54201,MAINTENANCE, , ,,3000.00
2014,Expenditure,106000,CITY CONTROLLER,54505,OFFICE EQUIPMENT, , ,,6500.00
2014,Expenditure,106000,CITY CONTROLLER,54513,MCHINERY & EQUIPMENTS, , ,,12000.00
2014,Expenditure,106000,CITY CONTROLLER,55501,PRINTING & BINDING, , ,,12000.00
2014,Expenditure,106000,CITY CONTROLLER,56101,OFFICE SUPPLIES, , ,,9440.00
2014,Expenditure,106000,CITY CONTROLLER,56151,OPERATIONAL SUPPLIES, , ,,7636.00
2014,Expenditure,106000,CITY CONTROLLER,57501,MACHINERY AND EQUIPMENT, , ,,3819.00
2014,Expenditure,106000,CITY CONTROLLER,57571,FURNITURE AND FIXTURES, , ,,3820.00
2014,Expenditure,107000,FINANCE,51101,REGULAR, , ,,2976203.00
2014,Expenditure,107000,FINANCE,51401,PREMIUM PAY, , ,,22085.00
2014,Expenditure,107000,FINANCE,52401,PENSION CONTRIBUTION, , ,,31438297.00
2014,Expenditure,107000,FINANCE,52404,RETIREE CONTRIBUTION, , ,,2276000.00
2014,Expenditure,107000,FINANCE,52407,WIDOW(ER) CONTRIBUTION, , ,,155000.00
2014,Expenditure,107000,FINANCE,52410,SURVIVOR CONTRIBUTION, , ,,525000.00
2014,Expenditure,107000,FINANCE,52413,ADDITIONAL PENSION FUND, , ,,18376000.00
2014,Expenditure,107000,FINANCE,52419,RETIRED POLICE OFFICER, , ,,26500.00
2014,Expenditure,107000,FINANCE,52422,RETIRED FIREFIGHTERS, , ,,66000.00
2014,Expenditure,107000,FINANCE,52901,OPEB CONTR, , ,,2500000.00
2014,Expenditure,107000,FINANCE,53101,ADMINISTRATIVE FEES, , ,,924887.00
2014,Expenditure,107000,FINANCE,53105,RECORDING / FILLING FEES, , ,,168000.00
2014,Expenditure,107000,FINANCE,53301,WORKFORCE TRAINING, , ,,32674.00
2014,Expenditure,107000,FINANCE,53501,AUDITING & ACCOUNTING SERVICE, , ,,306452.00
2014,Expenditure,107000,FINANCE,53509,COMPUTER MAINTANACE, , ,,1351400.00
2014,Expenditure,107000,FINANCE,53725,MAINTENANCE - MISC, , ,,300000.00
2014,Expenditure,107000,FINANCE,54505,OFFICE EQUIPMENT, , ,,5977.00
2014,Expenditure,107000,FINANCE,54513,MCHINERY & EQUIPMENTS, , ,,19192.00
2014,Expenditure,107000,FINANCE,55101,INSURANCE PREMIUMS, , ,,26000.00
2014,Expenditure,107000,FINANCE,55305,PROMOTIONAL, , ,,200000.00
2014,Expenditure,107000,FINANCE,55701,TRANSPORTATION, , ,,10000.00
2014,Expenditure,107000,FINANCE,56101,OFFICE SUPPLIES, , ,,296000.00
2014,Expenditure,107000,FINANCE,56105,POSTAGE, , ,,835000.00
2014,Expenditure,107000,FINANCE,56401,MATERIALS, , ,,3838.00
2014,Expenditure,107000,FINANCE,56501,PARTS, , ,,1977.00
2014,Expenditure,107000,FINANCE,57571,FURNITURE AND FIXTURES, , ,,38900.00
2014,Expenditure,107000,FINANCE,58101,GRANTS, , ,,40000.00
2014,Expenditure,107000,FINANCE,82101,INTEREST EXPENSE - BONDS, , ,,30295546.00
2014,Expenditure,107000,FINANCE,82103,PRINCIPAL, , ,,56705000.00
2014,Expenditure,107000,FINANCE,82107,SUBSIDY - PAA/SEA, , ,,268521.00
2014,Expenditure,108000,LAW,51101,REGULAR, , ,,1930250.00
2014,Expenditure,108000,LAW,51401,PREMIUM PAY, , ,,518.00
2014,Expenditure,108000,LAW,53101,ADMINISTRATIVE FEES, , ,,4886.00
2014,Expenditure,108000,LAW,53105,RECORDING / FILLING FEES, , ,,1466.00
2014,Expenditure,108000,LAW,53301,WORKFORCE TRAINING, , ,,17000.00
2014,Expenditure,108000,LAW,53509,COMPUTER MAINTANACE, , ,,25157.00
2014,Expenditure,108000,LAW,53513,COURT RELATED FEES, , ,,105987.00
2014,Expenditure,108000,LAW,53517,LEGAL FEES, , ,,384165.00
2014,Expenditure,108000,LAW,54505,OFFICE EQUIPMENT, , ,,8015.00
2014,Expenditure,108000,LAW,55309,REGULATORY, , ,,978.00
2014,Expenditure,108000,LAW,56151,OPERATIONAL SUPPLIES, , ,,29897.00
2014,Expenditure,108000,LAW,57571,FURNITURE AND FIXTURES, , ,,16821.00
2014,Expenditure,108000,LAW,58101,GRANTS, , ,,10000.00
2014,Expenditure,108000,LAW,58105,JUDGEMENTS, , ,,1600000.00
2014,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,51101,REGULAR, , ,,1635887.00
2014,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,51401,PREMIUM PAY, , ,,3416.00
2014,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,52101,HEALTH INSURANCE, , ,,32801363.00
2014,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,52111,OTHER INSUR/BENEFITS, , ,,2509746.00
2014,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,52121,RETIREE HEALTH INSURANCE, , ,,21693423.00
2014,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,52125,MEDICARE RETIREE BENEFITS, , ,,4300000.00
2014,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,52201,SOCIAL SECURITY, , ,,7785608.00
2014,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,52205,UNEMPLOYMENT COMP, , ,,372762.00
2014,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,52301,MEDICAL - W/C, , ,,4250000.00
2014,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,52305,INDEMNITY - W/C, , ,,14300000.00
2014,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,52309,LEGAL - W/C, , ,,1329860.00
2014,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,52314,WORKER COMP - SETTLEMENT, , ,,1000000.00
2014,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,52601,PERSONAL LEAVE BUYBACK, , ,,1332763.00
2014,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,52601,PERSONAL LEAVE BUYBACK, , ,,1181.00
2014,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,52605,RETIREMENT SEVERANCE, , ,,600000.00
2014,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,52607,SEVERANCE INCENTIVE PROGRAM, , ,,6604170.00
2014,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,53301,WORKFORCE TRAINING, , ,,6350.00
2014,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,53525,PAYROLL PROCESSING, , ,,500000.00
2014,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,53701,REPAIRS, , ,,308.00
2014,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,53725,MAINTENANCE - MISC, , ,,12696.00
2014,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,54501,LAND & BUILDINGS, , ,,5785.00
2014,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,54505,OFFICE EQUIPMENT, , ,,2848.00
2014,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,55301,EMPLOYMENT RELATED, , ,,300247.00
2014,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,56101,OFFICE SUPPLIES, , ,,23024.00
2014,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,56151,OPERATIONAL SUPPLIES, , ,,2307.00
2014,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,56401,MATERIALS, , ,,4098.00
2014,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,57501,MACHINERY AND EQUIPMENT, , ,,23725.00
2014,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,57571,FURNITURE AND FIXTURES, , ,,10611.00
2014,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,58101,GRANTS, , ,,500000.00
2014,Expenditure,110000,CITY PLANNING,51101,REGULAR, , ,,1858164.00
2014,Expenditure,110000,CITY PLANNING,51401,PREMIUM PAY, , ,,4140.00
2014,Expenditure,110000,CITY PLANNING,53301,ADMINISTRATIVE FEES, , ,,50000.00
2014,Expenditure,110000,CITY PLANNING,53301,WORKFORCE TRAINING, , ,,9000.00
2014,Expenditure,110000,CITY PLANNING,53509,COMPUTER MAINTANACE, , ,,227867.00
2014,Expenditure,110000,CITY PLANNING,53513,COURT RELATED FEES, , ,,8200.00
2014,Expenditure,110000,CITY PLANNING,54513,MCHINERY & EQUIPMENTS, , ,,7699.00
2014,Expenditure,110000,CITY PLANNING,55201,TELEPHONE, , ,,2151.00
2014,Expenditure,110000,CITY PLANNING,55309,REGULATORY, , ,,2891.00
2014,Expenditure,110000,CITY PLANNING,56101,OFFICE SUPPLIES, , ,,24792.00
2014,Expenditure,110000,CITY PLANNING,56151,OPERATIONAL SUPPLIES, , ,,6997.00
2014,Expenditure,110000,CITY PLANNING,57501,MACHINERY AND EQUIPMENT, , ,,1228.00
2014,Expenditure,110000,CITY PLANNING,57571,FURNITURE AND FIXTURES, , ,,5253.00
2014,Expenditure,210000,PS - ADMIN AND SUPPORT SERVICE,51101,REGULAR, , ,,1187439.00
2014,Expenditure,210000,PS - ADMIN AND SUPPORT SERVICE,51401,PREMIUM PAY, , ,,10500.00
2014,Expenditure,210000,PS - ADMIN AND SUPPORT SERVICE,53301,WORKFORCE TRAINING, , ,,5000.00
2014,Expenditure,210000,PS - ADMIN AND SUPPORT SERVICE,53529,PROTECTIVE / INVESTIGATION, , ,,450000.00
2014,Expenditure,210000,PS - ADMIN AND SUPPORT SERVICE,54505,OFFICE EQUIPMENT, , ,,5500.00
2014,Expenditure,210000,PS - ADMIN AND SUPPORT SERVICE,55701,TRANSPORTATION, , ,,2000.00
2014,Expenditure,210000,PS - ADMIN AND SUPPORT SERVICE,56101,OFFICE SUPPLIES, , ,,2000.00
2014,Expenditure,210000,PS - ADMIN AND SUPPORT SERVICE,57531,VEHICLES, , ,,1219502.00
2014,Expenditure,220000,PS - EMERGENCY MED SERVICES,51101,REGULAR, , ,,9316016.00
2014,Expenditure,220000,PS - EMERGENCY MED SERVICES,51201,LONGEVITY, , ,,241995.00
2014,Expenditure,220000,PS - EMERGENCY MED SERVICES,51203,ALLOWANCES, , ,,322000.00
2014,Expenditure,220000,PS - EMERGENCY MED SERVICES,51205,UNIFORM, , ,,120250.00
2014,Expenditure,220000,PS - EMERGENCY MED SERVICES,51401,PREMIUM PAY, , ,,2607836.00
2014,Expenditure,220000,PS - EMERGENCY MED SERVICES,52602,TUITION REIMBURSEMENT, , ,,3000.00
2014,Expenditure,220000,PS - EMERGENCY MED SERVICES,53301,WORKFORCE TRAINING, , ,,25345.00
2014,Expenditure,220000,PS - EMERGENCY MED SERVICES,53701,REPAIRS, , ,,63140.00
2014,Expenditure,220000,PS - EMERGENCY MED SERVICES,53705,DATA PROCESSING, , ,,89700.00
2014,Expenditure,220000,PS - EMERGENCY MED SERVICES,54101,CLEANING, , ,,1500.00
2014,Expenditure,220000,PS - EMERGENCY MED SERVICES,54301,BUILDING - GENERAL, , ,,2028.00
2014,Expenditure,220000,PS - EMERGENCY MED SERVICES,54505,OFFICE EQUIPMENT, , ,,4848.00
2014,Expenditure,220000,PS - EMERGENCY MED SERVICES,54513,MCHINERY & EQUIPMENTS, , ,,978.00
2014,Expenditure,220000,PS - EMERGENCY MED SERVICES,55101,INSURANCE PREMIUMS, , ,,30595.00
2014,Expenditure,220000,PS - EMERGENCY MED SERVICES,55305,PROMOTIONAL, , ,,500.00
2014,Expenditure,220000,PS - EMERGENCY MED SERVICES,56101,OFFICE SUPPLIES, , ,,17558.00
2014,Expenditure,220000,PS - EMERGENCY MED SERVICES,56151,OPERATIONAL SUPPLIES, , ,,291587.00
2014,Expenditure,220000,PS - EMERGENCY MED SERVICES,56301,PARTS, , ,,19901.00
2014,Expenditure,220000,PS - EMERGENCY MED SERVICES,56351,TOOLS, , ,,2050.00
2014,Expenditure,220000,PS - EMERGENCY MED SERVICES,56501,PARTS, , ,,11070.00
2014,Expenditure,220000,PS - EMERGENCY MED SERVICES,57531,VEHICLES, , ,,95255.00
2014,Expenditure,220000,PS - EMERGENCY MED SERVICES,57571,FURNITURE AND FIXTURES, , ,,2026.00
2014,Expenditure,230000,PS - POLICE BUREAU,51101,REGULAR,S,ADMP,PS-Pol-Administration Branch,5821596.00
2014,Expenditure,230000,PS - POLICE BUREAU,51101,REGULAR,S,PSG,PS-Pol-School Guards,1963519.00
2014,Expenditure,230000,PS - POLICE BUREAU,51101,REGULAR,S,INV,PS-Pol-Investigations Branch,5890549.00
2014,Expenditure,230000,PS - POLICE BUREAU,51101,REGULAR,S,OPS,PS-Pol-Operations,5890549.00
