Year,Type,Cost Center,Department,Object Account,Account Description,Subledger Type,Subledger,Subledger Description,Amount
2021,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGET,53901,PROFESSIONAL SERVICES - CONVER, , ,,72104
2021,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGET,54101,CLEANING, , ,,400
2021,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGET,54201,MAINTENANCE, , ,,6965311
2021,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGET,54501,LAND & BUILDINGS, , ,,605247
2021,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGET,54513,MCHINERY & EQUIPMENTS, , ,,126000
2021,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGET,55101,INSURANCE PREMIUMS, , ,,490896
2021,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGET,55309,REGULATORY, , ,,2500
2021,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGET,56101,OFFICE SUPPLIES, , ,,6000
2021,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGET,56105,POSTAGE, , ,,100
2021,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGET,56151,OPERATIONAL SUPPLIES, , ,,10416
2021,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGET,56201,FUEL, , ,,3024323
2021,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGET,56401,MATERIALS, , ,,10000
2021,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGET,56501,PARTS, , ,,2814324
2021,Expenditure,102200,OFFICE OF MANAGEMENT AND BUDGET,58101,GRANTS, , ,,4000
2021,Expenditure,102300,OFFICE OF COMMUNITY HEALTH AND SAFETY,53901,PROFESSIONAL SERVICES - CONVER, , ,,15000
2021,Expenditure,102300,OFFICE OF COMMUNITY HEALTH AND SAFETY,56151,OPERATIONAL SUPPLIES, , ,,5000
2021,Expenditure,103000,INNOVATION & PERFORMANCE,51101,REGULAR, , ,,3926168.18
2021,Expenditure,103000,INNOVATION & PERFORMANCE,51401,PREMIUM PAY, , ,,36856.82
2021,Expenditure,103000,INNOVATION & PERFORMANCE,52101,HEALTH INSURANCE, , ,,745326.96
2021,Expenditure,103000,INNOVATION & PERFORMANCE,52111,OTHER INSUR/BENEFITS, , ,,95646.61
2021,Expenditure,103000,INNOVATION & PERFORMANCE,52201,SOCIAL SECURITY, , ,,356708.85
2021,Expenditure,103000,INNOVATION & PERFORMANCE,52601,PERSONAL LEAVE BUYBACK, , ,,90000
2021,Expenditure,103000,INNOVATION & PERFORMANCE,52602,TUITION REIMBURSEMENT, , ,,15000
2021,Expenditure,103000,INNOVATION & PERFORMANCE,53105,RECORDING / FILLING FEES, , ,,4000
2021,Expenditure,103000,INNOVATION & PERFORMANCE,53301,WORKFORCE TRAINING, , ,,75000
2021,Expenditure,103000,INNOVATION & PERFORMANCE,53501,AUDITING & ACCOUNTING SERVICE, , ,,150000
2021,Expenditure,103000,INNOVATION & PERFORMANCE,53509,COMPUTER MAINTANACE, , ,,4543024
2021,Expenditure,103000,INNOVATION & PERFORMANCE,53525,PAYROLL PROCESSING, , ,,305000
2021,Expenditure,103000,INNOVATION & PERFORMANCE,53529,PROTECTIVE / INVESTIGATION, , ,,7000
2021,Expenditure,103000,INNOVATION & PERFORMANCE,53901,PROFESSIONAL SERVICES - CONVER, , ,,160000
2021,Expenditure,103000,INNOVATION & PERFORMANCE,54509,VEHICLES, , ,,5000
2021,Expenditure,103000,INNOVATION & PERFORMANCE,55201,TELEPHONE, , ,,2669352
2021,Expenditure,103000,INNOVATION & PERFORMANCE,55501,PRINTING & BINDING, , ,,650000
2021,Expenditure,103000,INNOVATION & PERFORMANCE,56101,OFFICE SUPPLIES, , ,,20000
2021,Expenditure,103000,INNOVATION & PERFORMANCE,56151,OPERATIONAL SUPPLIES, , ,,56600
2021,Expenditure,103000,INNOVATION & PERFORMANCE,56401,MATERIALS, , ,,1500
2021,Expenditure,103000,INNOVATION & PERFORMANCE,57501,MACHINERY AND EQUIPMENT, , ,,1662581
2021,Expenditure,105000,HUMAN RELATIONS COMM.,51101,REGULAR, , ,,318045.12
2021,Expenditure,105000,HUMAN RELATIONS COMM.,52101,HEALTH INSURANCE, , ,,64915.39
2021,Expenditure,105000,HUMAN RELATIONS COMM.,52111,OTHER INSUR/BENEFITS, , ,,7415.84
2021,Expenditure,105000,HUMAN RELATIONS COMM.,52201,SOCIAL SECURITY, , ,,27278.38
2021,Expenditure,105000,HUMAN RELATIONS COMM.,52601,PERSONAL LEAVE BUYBACK, , ,,17000
2021,Expenditure,105000,HUMAN RELATIONS COMM.,53101,ADMINISTRATIVE FEES, , ,,1020
2021,Expenditure,105000,HUMAN RELATIONS COMM.,53105,RECORDING / FILLING FEES, , ,,1800
2021,Expenditure,105000,HUMAN RELATIONS COMM.,53301,WORKFORCE TRAINING, , ,,3338
2021,Expenditure,105000,HUMAN RELATIONS COMM.,53901,PROFESSIONAL SERVICES - CONVER, , ,,31800
2021,Expenditure,105000,HUMAN RELATIONS COMM.,55305,PROMOTIONAL, , ,,1000
2021,Expenditure,105000,HUMAN RELATIONS COMM.,55309,REGULATORY, , ,,500
2021,Expenditure,105000,HUMAN RELATIONS COMM.,55701,TRANSPORTATION, , ,,750
2021,Expenditure,105000,HUMAN RELATIONS COMM.,56101,OFFICE SUPPLIES, , ,,2550
2021,Expenditure,105000,HUMAN RELATIONS COMM.,56151,OPERATIONAL SUPPLIES, , ,,750
2021,Expenditure,106000,CITY CONTROLLER,51101,REGULAR, , ,,3271094.47
2021,Expenditure,106000,CITY CONTROLLER,52101,HEALTH INSURANCE, , ,,601070.16
2021,Expenditure,106000,CITY CONTROLLER,52111,OTHER INSUR/BENEFITS, , ,,71325.67
2021,Expenditure,106000,CITY CONTROLLER,52201,SOCIAL SECURITY, , ,,271819.16
2021,Expenditure,106000,CITY CONTROLLER,52301,MEDICAL - W/C, , ,,6850
2021,Expenditure,106000,CITY CONTROLLER,52601,PERSONAL LEAVE BUYBACK, , ,,56000
2021,Expenditure,106000,CITY CONTROLLER,52602,TUITION REIMBURSEMENT, , ,,15000
2021,Expenditure,106000,CITY CONTROLLER,53301,WORKFORCE TRAINING, , ,,20000
2021,Expenditure,106000,CITY CONTROLLER,53501,AUDITING & ACCOUNTING SERVICE, , ,,75000
2021,Expenditure,106000,CITY CONTROLLER,53901,PROFESSIONAL SERVICES - CONVER, , ,,55000
2021,Expenditure,106000,CITY CONTROLLER,54101,CLEANING, , ,,750
2021,Expenditure,106000,CITY CONTROLLER,54201,MAINTENANCE, , ,,2250
2021,Expenditure,106000,CITY CONTROLLER,54505,OFFICE EQUIPMENT, , ,,6500
2021,Expenditure,106000,CITY CONTROLLER,55501,PRINTING & BINDING, , ,,12000
2021,Expenditure,106000,CITY CONTROLLER,56101,OFFICE SUPPLIES, , ,,9440
2021,Expenditure,106000,CITY CONTROLLER,56151,OPERATIONAL SUPPLIES, , ,,7636
2021,Expenditure,106000,CITY CONTROLLER,57501,MACHINERY AND EQUIPMENT, , ,,15819
2021,Expenditure,106000,CITY CONTROLLER,57571,FURNITURE AND FIXTURES, , ,,3820
2021,Expenditure,107000,FINANCE,51101,REGULAR, , ,,1741259.93
2021,Expenditure,107000,FINANCE,51401,PREMIUM PAY, , ,,23905.51
2021,Expenditure,107000,FINANCE,52101,HEALTH INSURANCE, , ,,344613.36
2021,Expenditure,107000,FINANCE,52111,OTHER INSUR/BENEFITS, , ,,42834.9
2021,Expenditure,107000,FINANCE,52201,SOCIAL SECURITY, , ,,156065.36
2021,Expenditure,107000,FINANCE,52401,PENSION CONTRIBUTION, , ,,52264801
2021,Expenditure,107000,FINANCE,52404,RETIREE CONTRIBUTION, , ,,2000000
2021,Expenditure,107000,FINANCE,52407,WIDOW(ER) CONTRIBUTION, , ,,80000
2021,Expenditure,107000,FINANCE,52410,SURVIVOR CONTRIBUTION, , ,,60000
2021,Expenditure,107000,FINANCE,52413,ADDITIONAL PENSION FUND, , ,,46554844
2021,Expenditure,107000,FINANCE,52419,RETIRED POLICE OFFICER, , ,,7500
2021,Expenditure,107000,FINANCE,52422,RETIRED FIREFIGHTERS, , ,,21000
2021,Expenditure,107000,FINANCE,52423,RETIRED EMS, , ,,50000
2021,Expenditure,107000,FINANCE,52601,PERSONAL LEAVE BUYBACK, , ,,25000
2021,Expenditure,107000,FINANCE,52901,OPEB CONTR, , ,,3275934
2021,Expenditure,107000,FINANCE,53101,ADMINISTRATIVE FEES, , ,,1241900
2021,Expenditure,107000,FINANCE,53105,RECORDING / FILLING FEES, , ,,3000
2021,Expenditure,107000,FINANCE,53501,AUDITING & ACCOUNTING SERVICE, , ,,305501
2021,Expenditure,107000,FINANCE,53509,COMPUTER MAINTANACE, , ,,514086
2021,Expenditure,107000,FINANCE,53513,COURT RELATED FEES, , ,,25700
2021,Expenditure,107000,FINANCE,53517,LEGAL FEES, , ,,207500
2021,Expenditure,107000,FINANCE,53529,PROTECTIVE / INVESTIGATION, , ,,600
2021,Expenditure,107000,FINANCE,53725,MAINTENANCE - MISC, , ,,51130
2021,Expenditure,107000,FINANCE,54101,CLEANING, , ,,5200
2021,Expenditure,107000,FINANCE,54501,LAND & BUILDINGS, , ,,1000
2021,Expenditure,107000,FINANCE,55305,PROMOTIONAL, , ,,15000
2021,Expenditure,107000,FINANCE,55309,REGULATORY, , ,,60000
2021,Expenditure,107000,FINANCE,55501,PRINTING & BINDING, , ,,95000
2021,Expenditure,107000,FINANCE,55701,TRANSPORTATION, , ,,10000
2021,Expenditure,107000,FINANCE,56101,OFFICE SUPPLIES, , ,,15000
2021,Expenditure,107000,FINANCE,56105,POSTAGE, , ,,423500
2021,Expenditure,107000,FINANCE,56151,OPERATIONAL SUPPLIES, , ,,15800
2021,Expenditure,107000,FINANCE,56401,MATERIALS, , ,,1000
2021,Expenditure,107000,FINANCE,58101,GRANTS, , ,,12248000
2021,Expenditure,107000,FINANCE,58191,REFUNDS, , ,,30000
2021,Expenditure,107000,FINANCE,82101,INTEREST EXPENSE - BONDS, , ,,17849137.82
2021,Expenditure,107000,FINANCE,82103,PRINCIPAL, , ,,39115000
2021,Expenditure,108000,LAW,51101,REGULAR, , ,,2133344.48
2021,Expenditure,108000,LAW,51401,PREMIUM PAY, , ,,571.75
2021,Expenditure,108000,LAW,52101,HEALTH INSURANCE, , ,,428762.76
2021,Expenditure,108000,LAW,52111,OTHER INSUR/BENEFITS, , ,,47168.26
2021,Expenditure,108000,LAW,52201,SOCIAL SECURITY, , ,,189636.96
2021,Expenditure,108000,LAW,52601,PERSONAL LEAVE BUYBACK, , ,,40000
2021,Expenditure,108000,LAW,53101,ADMINISTRATIVE FEES, , ,,6400
2021,Expenditure,108000,LAW,53105,RECORDING / FILLING FEES, , ,,25000
2021,Expenditure,108000,LAW,53301,WORKFORCE TRAINING, , ,,24575
2021,Expenditure,108000,LAW,53509,COMPUTER MAINTANACE, , ,,45146
2021,Expenditure,108000,LAW,53513,COURT RELATED FEES, , ,,174000
2021,Expenditure,108000,LAW,53517,LEGAL FEES, , ,,580000
2021,Expenditure,108000,LAW,53901,PROFESSIONAL SERVICES - CONVER, , ,,125000
2021,Expenditure,108000,LAW,55309,REGULATORY, , ,,900
2021,Expenditure,108000,LAW,56101,OFFICE SUPPLIES, , ,,8000
2021,Expenditure,108000,LAW,56105,POSTAGE, , ,,300
2021,Expenditure,108000,LAW,56151,OPERATIONAL SUPPLIES, , ,,49420
2021,Expenditure,108000,LAW,58105,JUDGEMENTS, , ,,1318654
2021,Expenditure,108100,ETHICS BOARD,51101,REGULAR, , ,,95412.7
2021,Expenditure,108100,ETHICS BOARD,52101,HEALTH INSURANCE, , ,,4007.16
2021,Expenditure,108100,ETHICS BOARD,52111,OTHER INSUR/BENEFITS, , ,,440.27
2021,Expenditure,108100,ETHICS BOARD,52201,SOCIAL SECURITY, , ,,7483.43
2021,Expenditure,108100,ETHICS BOARD,52601,PERSONAL LEAVE BUYBACK, , ,,400
2021,Expenditure,108100,ETHICS BOARD,53101,ADMINISTRATIVE FEES, , ,,880
2021,Expenditure,108100,ETHICS BOARD,53105,RECORDING / FILLING FEES, , ,,3525
2021,Expenditure,108100,ETHICS BOARD,53301,WORKFORCE TRAINING, , ,,4330
2021,Expenditure,108100,ETHICS BOARD,53513,COURT RELATED FEES, , ,,3100
2021,Expenditure,108100,ETHICS BOARD,53517,LEGAL FEES, , ,,45000
2021,Expenditure,108100,ETHICS BOARD,55309,REGULATORY, , ,,250
2021,Expenditure,108100,ETHICS BOARD,55701,TRANSPORTATION, , ,,1944
2021,Expenditure,108100,ETHICS BOARD,56101,OFFICE SUPPLIES, , ,,775
2021,Expenditure,108100,ETHICS BOARD,56151,OPERATIONAL SUPPLIES, , ,,1825
2021,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,51101,REGULAR, , ,,1718255.83
2021,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,51401,PREMIUM PAY, , ,,3680.27
2021,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,52101,HEALTH INSURANCE, , ,,1003648.6
2021,Expenditure,109000,HUMAN RESOURCES/CIVIL SERVICE,52111,OTHER INSUR/BENEFITS, , ,,272978.6
